loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
1257619.140094177,498.36749267578125,1257619.0,2434.433416485422,39.528465270996094,2434.43359375
1888.2192424435534,34.12391662597656,1888.21923828125,880.9014878657574,22.16282081604004,880.9015502929688
826.9900709902378,21.982093811035156,826.9900512695312,701.2768073352174,20.404403686523438,701.27685546875
670.9633294107211,19.7788143157959,670.9633178710938,585.1729276949957,18.67261505126953,585.1729125976562
551.1659543960814,17.805644989013672,551.166015625,495.6879220366506,16.689830780029297,495.68792724609375
496.5902184434248,16.63600730895996,496.5902404785156,472.9971881922962,16.375215530395508,472.9972229003906
466.37751653223864,15.89479923248291,466.37750244140625,447.8228013365795,15.601573944091797,447.82281494140625
439.761489737195,15.249460220336914,439.76153564453125,421.80452702618925,14.702581405639648,421.8045349121094
417.46189235393473,14.745911598205566,417.4619140625,390.4746022712139,14.25452709197998,390.474609375
415.3695183360948,14.635229110717773,415.3695068359375,370.6522806482878,13.83478832244873,370.65228271484375
383.18470802374407,13.95820426940918,383.1846923828125,362.933776302952,13.611357688903809,362.9337463378906
361.1098711501564,13.523327827453613,361.10986328125,336.37096616887163,13.058194160461426,336.3709716796875
355.1675117649659,13.291232109069824,355.1675109863281,373.1227408740315,13.774843215942383,373.1227722167969
336.71179555885095,12.946759223937988,336.7117614746094,311.4453851236558,12.623957633972168,311.44537353515625
346.2812404338785,12.951953887939453,346.28125,305.8906255022879,12.218915939331055,305.890625
315.33178789518917,12.384105682373047,315.3318176269531,295.7273586406838,11.984270095825195,295.72735595703125
307.3945556102396,12.204886436462402,307.3945617675781,279.7219021221119,11.633909225463867,279.7218933105469
294.40755090281795,11.860209465026855,294.4075622558594,481.3299326624221,15.38427734375,481.3299255371094
325.56358215942026,12.471173286437988,325.5635681152344,303.6734574508757,11.877848625183105,303.6734313964844
289.2729662483121,11.725020408630371,289.2729797363281,278.84739300808343,11.63377857208252,278.847412109375
292.48120295879494,11.79277515411377,292.481201171875,269.5718115818464,11.498292922973633,269.5718078613281
289.29303221436265,11.698472023010254,289.2930603027344,300.007211734961,12.124943733215332,300.0072021484375
297.9040981895989,11.836891174316406,297.9041442871094,258.3597129895327,10.928171157836914,258.3597412109375
277.70286810693847,11.394902229309082,277.7028503417969,286.30940093743,11.305575370788574,286.30938720703125
294.1629161549904,11.696792602539062,294.16290283203125,298.5768782424837,12.10120964050293,298.57684326171875
319.1245781971944,12.190359115600586,319.12457275390625,323.215298334907,12.58703899383545,323.2153015136719
280.3951960057388,11.461211204528809,280.3951416015625,260.9367745240492,11.154983520507812,260.936767578125
261.80169513753975,11.034497261047363,261.8016662597656,253.48729625265094,11.082308769226074,253.4873046875
256.1301390417459,10.885777473449707,256.130126953125,243.95466627044283,10.625905990600586,243.95465087890625
267.20419734212527,11.08903980255127,267.2041931152344,250.31945942856973,10.940665245056152,250.3194580078125
257.94691993493603,10.838624954223633,257.9468994140625,245.95233906293626,10.824124336242676,245.9523468017578
263.44703044947425,10.988876342773438,263.447021484375,270.1441275396825,10.704416275024414,270.1441345214844
256.79085811590323,10.800911903381348,256.7908630371094,260.4575094352631,11.161966323852539,260.4574890136719
257.26868239127487,10.848770141601562,257.2687072753906,237.2830805882773,10.555822372436523,237.2830810546875
283.34549706227494,11.222880363464355,283.345458984375,236.50220011431497,10.548368453979492,236.50221252441406
259.3068523355402,10.872222900390625,259.30682373046875,239.48378552926334,10.396836280822754,239.48379516601562
247.00433932331853,10.608683586120605,247.0043487548828,238.77364344521743,10.458162307739258,238.77366638183594
277.47251235450597,11.20582389831543,277.4725036621094,233.53019085419254,10.390863418579102,233.53018188476562
241.82900814749365,10.471573829650879,241.82901000976562,236.22697876033968,10.598284721374512,236.2269744873047
247.21452038567043,10.653533935546875,247.2145233154297,230.5169969204872,10.22746753692627,230.51698303222656
253.9565740837622,10.741397857666016,253.9565887451172,241.8331657174669,10.18566608428955,241.83316040039062
266.014010076506,10.873631477355957,266.01397705078125,231.67601560677411,10.43924617767334,231.67601013183594
261.61540641627687,10.801863670349121,261.6153869628906,233.06418840133412,10.52537727355957,233.064208984375
231.8537447203334,10.291648864746094,231.85374450683594,226.0831395410914,10.309646606445312,226.0831298828125
232.9591000798588,10.259604454040527,232.9591064453125,228.17296512979578,9.946587562561035,228.1729736328125
232.29853935084716,10.195944786071777,232.29852294921875,246.88669633360826,10.747650146484375,246.88670349121094
240.7105029447579,10.327919960021973,240.71051025390625,243.00323716304231,10.762170791625977,243.0032501220703
244.54687153739414,10.468199729919434,244.546875,275.74641088023344,10.756368637084961,275.7464294433594
256.04215686042335,10.668288230895996,256.04217529296875,223.08938646350163,10.175439834594727,223.08938598632812
236.09839145990065,10.256242752075195,236.09841918945312,224.57254690622796,10.19626235961914,224.57254028320312
246.10976725403944,10.53271770477295,246.10975646972656,246.44280072321422,10.729851722717285,246.44281005859375
247.3866942444386,10.601553916931152,247.38668823242188,228.48021356621658,10.386473655700684,228.480224609375
240.6815903938917,10.320169448852539,240.68157958984375,235.36244125958194,10.583307266235352,235.36244201660156
256.0911132130743,10.682012557983398,256.09112548828125,220.30193209564044,10.072832107543945,220.3019561767578
246.64853956255052,10.434906005859375,246.6485595703125,221.75832799090347,9.98161506652832,221.75831604003906
241.65075332489104,10.367185592651367,241.6507568359375,242.9859439357432,10.708940505981445,242.98593139648438
274.49556685262115,11.051793098449707,274.4955749511719,230.1936318267241,10.411714553833008,230.1936492919922
250.45779703488986,10.595494270324707,250.45779418945312,224.5398822984442,10.196181297302246,224.5398712158203
226.40097474149226,10.061551094055176,226.40097045898438,223.64109509842777,9.979884147644043,223.64111328125
